"Date","Price","Open","High","Low","Vol.","Change %"
"02/11/2025","198.045","200.521","206.162","195.250","4.92M","-1.23%"
"02/10/2025","200.521","200.459","208.969","196.066","5.11M","0.03%"
"02/09/2025","200.459","199.485","207.297","193.938","4.39M","0.49%"
"02/08/2025","199.485","192.118","200.767","189.949","2.84M","3.84%"
"02/07/2025","192.111","189.622","203.309","188.223","5.47M","1.31%"
"02/06/2025","189.625","195.777","203.921","187.913","4.98M","-3.14%"
"02/05/2025","195.777","206.717","209.145","195.252","4.46M","-5.28%"
"02/04/2025","206.687","216.249","219.918","202.513","8.56M","-4.42%"
"02/03/2025","216.249","203.350","218.456","177.534","18.18M","6.35%"
"02/02/2025","203.345","213.233","218.545","194.363","10.45M","-4.63%"
"02/01/2025","213.220","231.748","234.139","213.047","3.89M","-8.00%"
"01/31/2025","231.749","238.667","241.698","228.244","4.15M","-2.90%"
"01/30/2025","238.667","227.925","244.537","227.001","4.84M","4.70%"
"01/29/2025","227.948","227.041","237.913","222.721","5.67M","0.33%"
"01/28/2025","227.191","235.068","243.787","225.152","5.27M","-3.35%"
"01/27/2025","235.068","240.654","242.442","221.315","12.21M","-2.32%"
"01/26/2025","240.654","256.091","259.917","240.561","4.19M","-6.03%"
"01/25/2025","256.091","253.339","260.735","246.366","4.99M","1.09%"
"01/24/2025","253.339","253.154","269.905","247.297","7.19M","0.07%"
"01/23/2025","253.154","257.477","258.250","242.274","9.27M","-1.69%"
"01/22/2025","257.517","250.560","271.612","248.616","8.84M","2.78%"
"01/21/2025","250.560","242.098","259.899","230.959","10.42M","3.49%"
"01/20/2025","242.098","252.031","273.042","230.388","22.22M","-3.90%"
"01/19/2025","251.920","261.832","294.816","239.135","32.60M","-3.78%"
"01/18/2025","261.820","219.472","268.479","217.388","26.40M","19.30%"
"01/17/2025","219.472","211.010","221.931","209.939","5.97M","4.01%"
"01/16/2025","211.011","205.841","217.082","198.537","7.30M","2.51%"
"01/15/2025","205.841","187.419","206.014","185.858","5.31M","9.83%"
"01/14/2025","187.419","182.677","190.025","181.885","3.58M","2.60%"
"01/13/2025","182.671","188.474","191.803","171.769","7.12M","-3.08%"
"01/12/2025","188.474","188.048","190.941","185.200","1.77M","0.22%"
"01/11/2025","188.053","187.645","191.712","184.074","2.99M","0.22%"
"01/10/2025","187.645","185.022","192.840","183.700","4.69M","1.42%"
"01/09/2025","185.022","197.620","198.977","182.096","4.69M","-6.37%"
"01/08/2025","197.606","202.229","203.149","188.551","5.88M","-2.29%"
"01/07/2025","202.235","218.236","219.066","202.057","5.07M","-7.33%"
"01/06/2025","218.234","213.281","223.097","211.572","3.92M","2.32%"
"01/05/2025","213.282","216.651","218.987","211.665","2.89M","-1.55%"
"01/04/2025","216.644","217.967","218.060","213.604","2.68M","-0.61%"
"01/03/2025","217.967","208.178","219.727","205.633","4.44M","4.70%"
"01/02/2025","208.186","194.157","210.081","193.467","4.69M","7.23%"
"01/01/2025","194.157","189.501","195.150","187.918","2.80M","2.47%"
